Source,Target,R,N,Weight
вірно,відданий,1,205,205.0
добрий,відданий,1,201,201.0
працівник,відданий,1,213,213.0
робітник,відданий,1,209,209.0
турботливий,відданий,1,215,215.0
працьовитий,відданий роботі,1,209,209.0
почуття,віддані,1,212,212.0
вірність,відданість,4,211,52.75
дружити,відданість,2,200,100.0
посада,відданість,2,213,106.5
вболівати,відданість,1,204,204.0
вовк,відданість,1,207,207.0
душа,відданість,1,223,223.0
кохати,відданість,1,215,215.0
подружжя,відданість,1,203,203.0
працівник,відданість,1,213,213.0
працювати,відданість,1,214,214.0
серце,відданість,1,211,211.0
собака,відданість,1,210,210.0
справджувати,відданість,1,202,202.0
щирий,відданість,1,214,214.0
щирість,відданість,1,212,212.0
кохати,віддано,1,215,215.0
товаришувати,віддано,1,213,213.0
щиро,віддано,1,204,204.0
взяти,віддати,6,202,33.666666666666664
дозволити,віддати,1,202,202.0
заволодіти,віддати,1,206,206.0
здобути,віддати,1,204,204.0
зобов’язати,віддати,1,203,203.0
по-доброму,віддати,1,201,201.0
ладен,віддати все,1,217,217.0
ладен,віддати життя,1,217,217.0
ладен,віддатися,1,217,217.0
луна,віддзеркалення,1,203,203.0
вдома,віддих,1,212,212.0
веселощі,віддих,1,204,204.0
їхати,віддих,1,212,212.0
нічний,віддих,1,212,212.0
сьогодення,віддих,1,211,211.0
вдома,віддихати,1,212,212.0
гостювати,віддихати,1,201,201.0
працювати,віддихати,1,214,214.0
працюватися,віддихати,1,211,211.0
спокійно,віддихати,1,203,203.0
завтра,віддихаю,1,202,202.0
весело,віддихнути,1,203,203.0
добре,віддихнути,1,203,203.0
захотітися,віддихнути,1,202,202.0
газетний,відділ,1,202,202.0
денний,відділ,1,200,200.0
керівний,відділ,1,212,212.0
мовний,відділ,1,211,211.0
очолювати,відділ,1,214,214.0
добро,віддяка,1,200,200.0
увага,віддяка,1,208,208.0
вартувати,віддяки,1,214,214.0
допомогти,віддячити,1,207,207.0
обов’язково,віддячити,1,202,202.0
соромно,віддячити,1,206,206.0
поміч,віддячитись,1,209,209.0
молодіти,відживати,1,211,211.0
прожити,віджити,1,202,202.0
зірка,відзнака,1,217,217.0
пам’ятка,відзнака,1,212,212.0
важливо,відзначити,2,202,101.0
пролунати,відзначитись,1,201,201.0
взяти,відібрати,1,202,202.0
посиніти,відігрітись,1,205,205.0
турбувати,відіймати час,1,213,213.0
віддалитися,відійти,4,206,51.5
відмовитися,відійти,1,200,200.0
звільнитися,відійти,1,204,204.0
наблизитися,відійти,1,207,207.0
пожовтіти,відійти,1,203,203.0
спокійно,відійти,1,203,203.0
минуле,відійшло,1,213,213.0
охочий,відірватися,1,212,212.0
віддалятися,від’їжджати,3,202,67.33333333333333
бувати,від’їжджати,1,202,202.0
віддалятися,від’їзд,2,202,101.0
затужити,від’їхати,1,208,208.0
відмова,відказ,2,203,101.5
відмовлятися,відказ,2,200,100.0
відмовити,відказ,1,202,202.0
відмовити,відказати,2,202,101.0
відповісти,відказати,1,205,205.0
відмовитися,відказатися,1,200,200.0
стриматися,відказатися,1,203,203.0
відмовляти,відказувати,3,203,67.66666666666667
відмовлятися,відказувати,2,200,100.0
відповідати,відказувати,1,200,200.0
відмова,відказуватися від чогось,1,203,203.0
відмова,відкидання,1,203,203.0
відмовлятися,відкидати,1,200,200.0
відмовлятися,відкидати назад,1,200,200.0
неприємність,відкинена,1,213,213.0
вибрати,відкинути,2,203,101.5
заволодіти,відкинути,1,206,206.0
сердито,відкинути,1,204,204.0
запам’ятати,відкласти,1,200,200.0
поклик,відклик,1,198,198.0
