Source,Target,SourceWord,TargetWord,R,N,Weight,Label
617,1792,пролунати,звістка,1,201,201.0,1 / 201
628,1792,радісний,звістка,1,217,217.0,1 / 217
629,1792,радісно,звістка,1,198,198.0,1 / 198
428,1793,мовний,зворот,8,211,26.375,8 / 211
175,1794,голосний,звук,68,202,2.9705882352941178,68 / 202
194,1794,гучний,звук,46,218,4.739130434782608,46 / 218
254,1794,живий,звук,25,223,8.92,25 / 223
617,1794,пролунати,звук,24,201,8.375,24 / 201
174,1794,голос,звук,16,202,12.625,16 / 202
402,1794,лунати,звук,15,212,14.133333333333333,15 / 212
601,1794,почути,звук,10,201,20.1,10 / 201
826,1794,чути,звук,8,203,25.375,8 / 203
195,1794,гучно,звук,7,200,28.571428571428573,7 / 200
401,1794,луна,звук,6,203,33.833333333333336,6 / 203
196,1794,далекий,звук,4,199,49.75,4 / 199
169,1794,говорити,звук,3,202,67.33333333333333,3 / 202
827,1794,чутися,звук,3,212,70.66666666666667,3 / 212
88,1794,вигук,звук,2,212,106.0,2 / 212
208,1794,дивний,звук,2,211,105.5,2 / 211
566,1794,покликати,звук,2,202,101.0,2 / 202
584,1794,послухати,звук,2,203,101.5,2 / 203
602,1794,почутися,звук,2,201,100.5,2 / 201
4,1794,бажаний,звук,1,202,202.0,1 / 202
89,1794,вигукнути,звук,1,203,203.0,1 / 203
90,1794,вигукувати,звук,1,201,201.0,1 / 201
115,1794,відчутний,звук,1,212,212.0,1 / 212
142,1794,вражаючий,звук,1,202,202.0,1 / 202
176,1794,голосно,звук,1,205,205.0,1 / 205
193,1794,гукнути,звук,1,204,204.0,1 / 204
383,1794,кликати,звук,1,213,213.0,1 / 213
451,1794,назва,звук,1,216,216.0,1 / 216
476,1794,неприємний,звук,1,211,211.0,1 / 211
564,1794,поклик,звук,1,198,198.0,1 / 198
565,1794,покликання,звук,1,199,199.0,1 / 199
688,1794,слово,звук,1,209,209.0,1 / 209
689,1794,слухати,звук,1,219,219.0,1 / 219
705,1794,співати,звук,1,214,214.0,1 / 214
828,1794,чутка,звук,1,212,212.0,1 / 212
826,1795,чути,звуки,5,203,40.6,5 / 203
602,1795,почутися,звуки,2,201,100.5,2 / 201
174,1795,голос,звуки,1,202,202.0,1 / 202
192,1795,гукати,звуки,1,202,202.0,1 / 202
617,1795,пролунати,звуки,1,201,201.0,1 / 201
402,1796,лунати,звучати,11,212,19.272727272727277,11 / 212
707,1796,співучо,звучати,2,203,101.5,2 / 203
195,1796,гучно,звучати,1,200,200.0,1 / 200
643,1797,родинний,зв’язок,18,214,11.88888888888889,18 / 214
621,1797,прямий,зв’язок,6,217,36.16666666666666,6 / 217
282,1797,залежність,зв’язок,2,211,105.5,2 / 211
709,1797,спільність,зв’язок,2,209,104.5,2 / 209
54,1797,вагомий,зв’язок,1,203,203.0,1 / 203
190,1797,громадський,зв’язок,1,200,200.0,1 / 200
280,1797,залежати,зв’язок,1,214,214.0,1 / 214
355,1797,зобов’язання,зв’язок,1,203,203.0,1 / 203
405,1797,любов,зв’язок,1,206,206.0,1 / 206
490,1797,обов’язковий,зв’язок,1,209,209.0,1 / 209
533,1797,побачитися,зв’язок,1,199,199.0,1 / 199
651,1797,розуміти,зв’язок,1,213,213.0,1 / 213
774,1797,тримати,зв’язок,1,213,213.0,1 / 213
817,1797,чільний,зв’язок,1,210,210.0,1 / 210
268,325,забути,згадати,6,204,34.0,6 / 204
509,325,пам’ятати,згадати,3,212,70.66666666666667,3 / 212
529,325,пізнати,згадати,2,419,209.5,2 / 419
556,325,подумати,згадати,2,202,101.0,2 / 202
701,325,соромно,згадати,2,206,103.0,2 / 206
6,325,бажано,згадати,1,205,205.0,1 / 205
252,325,жахливо,згадати,1,203,203.0,1 / 203
267,325,забуватися,згадати,1,217,217.0,1 / 217
326,325,згадка,згадати,1,202,202.0,1 / 202
478,325,неприємно,згадати,1,206,206.0,1 / 206
615,325,приємно,згадати,1,201,201.0,1 / 201
754,325,схвилюватися,згадати,1,202,202.0,1 / 202
510,326,пам’ятка,згадка,8,212,26.5,8 / 212
711,326,спогад,згадка,8,207,25.875,8 / 207
512,326,пам’ять,згадка,4,200,50.0,4 / 200
156,326,гадка,згадка,2,201,100.5,2 / 201
213,326,дитинство,згадка,1,218,218.0,1 / 218
478,326,неприємно,згадка,1,206,206.0,1 / 206
545,326,повір’я,згадка,1,212,212.0,1 / 212
728,326,стара,згадка,1,215,215.0,1 / 215
827,326,чутися,згадка,1,212,212.0,1 / 212
430,1798,мовчання,згода,9,201,22.33333333333333,9 / 201
396,1798,ладнати,згода,3,207,69.0,3 / 207
223,1798,дозвіл,згода,2,202,101.0,2 / 202
103,1798,відмова,згода,1,203,203.0,1 / 203
107,1798,відмовлятися,згода,1,200,200.0,1 / 200
111,1798,відповісти,згода,1,205,205.0,1 / 205
220,1798,добре,згода,1,203,203.0,1 / 203
224,1798,дозволити,згода,1,202,202.0,1 / 202
225,1798,дозволяти,згода,1,201,201.0,1 / 201
394,1798,лад,згода,1,203,203.0,1 / 203
395,1798,ладен,згода,1,217,217.0,1 / 217
503,1798,охоче,згода,1,202,202.0,1 / 202
585,1798,послухатися,згода,1,202,202.0,1 / 202
625,1798,рада,згода,1,208,208.0,1 / 208
632,1798,радо,згода,1,198,198.0,1 / 198
711,1798,спогад,згода,1,207,207.0,1 / 207
739,1798,стриманість,згода,1,207,207.0,1 / 207
722,1799,спроможний,здатний,15,204,13.6,15 / 204
395,1799,ладен,здатний,6,217,36.16666666666666,6 / 217
397,1799,ладний,здатний,3,213,71.0,3 / 213
122,1799,віритися,здатний,1,208,208.0,1 / 208
433,1799,могти,здатний,1,213,213.0,1 / 213
434,1799,можливий,здатний,1,211,211.0,1 / 211
433,1800,могти,здатність,3,213,71.0,3 / 213
758,1800,талан,здатність,2,211,105.5,2 / 211
59,1800,важливість,здатність,1,203,203.0,1 / 203
88,1800,вигук,здатність,1,212,212.0,1 / 212
148,1800,втратити,здатність,1,205,205.0,1 / 205
152,1800,вчинок,здатність,1,201,201.0,1 / 201
419,1800,мислення,здатність,1,217,217.0,1 / 217
435,1800,можливість,здатність,1,215,215.0,1 / 215
739,1800,стриманість,здатність,1,207,207.0,1 / 207
759,1800,таланити,здатність,1,213,213.0,1 / 213
765,1800,терпець,здатність,1,209,209.0,1 / 209
783,1800,увага,здатність,1,208,208.0,1 / 208
143,329,вражений,здивований,11,207,18.818181818181817,11 / 207
301,329,збентежений,здивований,1,211,211.0,1 / 211
478,329,неприємно,здивований,1,206,206.0,1 / 206
603,329,почуття,здивований,1,212,212.0,1 / 212
210,331,диво,здивування,9,200,22.22222222222222,9 / 200
302,331,збентеження,здивування,6,202,33.666666666666664,6 / 202
88,331,вигук,здивування,2,212,106.0,2 / 212
143,331,вражений,здивування,2,207,103.5,2 / 207
144,331,враження,здивування,2,203,101.5,2 / 203
209,331,дивно,здивування,2,202,101.0,2 / 202
249,331,жах,здивування,2,204,102.0,2 / 204
513,331,переляк,здивування,2,215,107.5,2 / 215
89,331,вигукнути,здивування,1,203,203.0,1 / 203
141,331,вражати,здивування,1,220,220.0,1 / 220
145,331,вразити,здивування,1,203,203.0,1 / 203
250,331,жахатися,здивування,1,212,212.0,1 / 212
303,331,збентежити,здивування,1,201,201.0,1 / 201
329,331,здивований,здивування,1,214,214.0,1 / 214
332,331,здивуватися,здивування,1,200,200.0,1 / 200
436,331,можливо,здивування,1,200,200.0,1 / 200
483,331,новина,здивування,1,217,217.0,1 / 217
515,331,перелякати,здивування,1,200,200.0,1 / 200
524,331,питання,здивування,1,215,215.0,1 / 215
629,331,радісно,здивування,1,198,198.0,1 / 198
718,331,справді,здивування,1,203,203.0,1 / 203
145,1801,вразити,здивувати,8,203,25.375,8 / 203
303,1801,збентежити,здивувати,6,201,33.5,6 / 201
615,1801,приємно,здивувати,4,201,50.25,4 / 201
141,1801,вражати,здивувати,3,220,73.33333333333333,3 / 220
297,1801,зацікавити,здивувати,2,203,101.5,2 / 203
515,1801,перелякати,здивувати,2,200,100.0,2 / 200
330,1801,здивовано,здивувати,1,203,203.0,1 / 203
332,1801,здивуватися,здивувати,1,200,200.0,1 / 200
141,332,вражати,здивуватися,1,220,220.0,1 / 220
253,332,жахнутися,здивуватися,1,199,199.0,1 / 199
303,332,збентежити,здивуватися,1,201,201.0,1 / 201
304,332,збентежитися,здивуватися,1,203,203.0,1 / 203
463,332,настрашитися,здивуватися,1,204,204.0,1 / 204
537,332,побіліти,здивуватися,1,201,201.0,1 / 201
563,332,позеленіти,здивуватися,1,203,203.0,1 / 203
615,332,приємно,здивуватися,1,201,201.0,1 / 201
718,332,справді,здивуватися,1,203,203.0,1 / 203
835,332,щиро,здивуватися,1,204,204.0,1 / 204
5,1802,бажання,здійснення,2,204,102.0,2 / 204
143,1802,вражений,здійснення,1,207,207.0,1 / 207
435,1802,можливість,здійснення,1,215,215.0,1 / 215
444,1802,мрія,здійснення,1,216,216.0,1 / 216
539,1802,побоюватися,здійснення,1,414,414.0,1 / 414
716,1802,справджувати,здійснення,1,202,202.0,1 / 202
732,1802,стати,здійснення,1,202,202.0,1 / 202
717,1803,справдити,здійснити,2,199,99.5,2 / 199
304,1803,збентежитися,здійснити,1,203,203.0,1 / 203
397,1803,ладний,здійснити,1,213,213.0,1 / 213
444,1803,мрія,здійснити,1,216,216.0,1 / 216
462,1803,насправді,здійснити,1,204,204.0,1 / 204
487,1803,обіцяти,здійснити,1,212,212.0,1 / 212
716,1803,справджувати,здійснити,1,202,202.0,1 / 202
716,1804,справджувати,здійснювати,8,202,25.25,8 / 202
638,1804,робити,здійснювати,1,212,212.0,1 / 212
724,1804,ставати,здійснювати,1,212,212.0,1 / 212
519,334,перемогти,здобути,4,419,104.75,4 / 419
148,334,втратити,здобути,2,205,102.5,2 / 205
81,334,взнати,здобути,1,206,206.0,1 / 206
145,334,вразити,здобути,1,203,203.0,1 / 203
156,334,гадка,здобути,1,201,201.0,1 / 201
270,334,забуття,здобути,1,201,201.0,1 / 201
295,334,захотіти,здобути,1,204,204.0,1 / 204
395,334,ладен,здобути,1,217,217.0,1 / 217
435,334,можливість,здобути,1,215,215.0,1 / 215
670,334,свобода,здобути,1,209,209.0,1 / 209
718,334,справді,здобути,1,203,203.0,1 / 203
156,1805,гадка,здогад,4,201,50.25,4 / 201
326,1805,згадка,здогад,1,202,202.0,1 / 202
421,1805,міркування,здогад,1,201,201.0,1 / 201
703,1805,спитати,здогад,1,203,203.0,1 / 203
716,1805,справджувати,здогад,1,202,202.0,1 / 202
254,1806,живий,здоровий,3,223,74.33333333333333,3 / 223
722,1806,спроможний,здоровий,3,204,68.0,3 / 204
439,1806,молодий,здоровий,2,210,105.0,2 / 210
0,1806,багатий,здоровий,1,213,213.0,1 / 213
23,1806,бідний,здоровий,1,210,210.0,1 / 210
73,1806,веселий,здоровий,1,212,212.0,1 / 212
117,1806,віл,здоровий,1,205,205.0,1 / 205
384,1806,козак,здоровий,1,227,227.0,1 / 227
494,1806,одружити,здоровий,1,204,204.0,1 / 204
608,1806,працівник,здоровий,1,213,213.0,1 / 213
635,1806,ранок,здоровий,1,212,212.0,1 / 212
683,1806,сільський,здоровий,1,213,213.0,1 / 213
799,1806,хлопець,здоровий,1,221,221.0,1 / 221
826,1806,чути,здоровий,1,203,203.0,1 / 203
827,1806,чутися,здоровий,1,212,212.0,1 / 212
113,1807,відчуватися,здоровим,6,213,35.5,6 / 213
827,1807,чутися,здоровим,6,212,35.333333333333336,6 / 212
602,1807,почутися,здоровим,3,201,67.0,3 / 201
51,1807,бути,здоровим,2,213,106.5,2 / 213
6,1807,бажано,здоровим,1,205,205.0,1 / 205
50,1807,бувати,здоровим,1,202,202.0,1 / 202
543,1807,побути,здоровим,1,198,198.0,1 / 198
171,1808,головне,здоров’я,12,204,17.0,12 / 204
531,1808,побажати,здоров’я,10,198,19.8,10 / 198
827,1808,чутися,здоров’я,10,212,21.2,10 / 212
19,1808,біг,здоров’я,5,202,40.4,5 / 202
3,1808,багатство,здоров’я,4,203,50.75,4 / 203
7,1808,бажати,здоров’я,4,208,52.0,4 / 208
59,1808,важливість,здоров’я,4,203,50.75,4 / 203
36,1808,боліти,здоров’я,3,203,67.66666666666667,3 / 203
602,1808,почутися,здоров’я,3,201,67.0,3 / 201
414,1808,мати2,здоров’я,2,216,108.0,2 / 216
