Id,Name,Label
1437,дзвінко,дзвінко РЕ [7 / 16]
1438,дзвінок,дзвінок РЕ [15 / 38]
1439,дзеркало,дзеркало РЕ [16 / 27]
1440,дзеркало душі,дзеркало душі РЕ [2 / 7]
1441,диван,диван РЕ [11 / 29]
1442,дивитись,дивитись РЕ [33 / 99]
1443,дивне,дивне РЕ [6 / 10]
1444,дивувати,дивувати РЕ [4 / 12]
1445,дикий,дикий РЕ [7 / 25]
1446,дим,дим РЕ [7 / 8]
1447,директор,директор РЕ [25 / 98]
1448,дискомфорт,дискомфорт РЕ [10 / 29]
1449,дискотека,дискотека РЕ [17 / 33]
1450,дистанція,дистанція РЕ [7 / 12]
1451,дитини,дитини РЕ [9 / 12]
1452,дитину,дитину РЕ [17 / 63]
1453,дитя,дитя РЕ [6 / 7]
1454,дихання,дихання РЕ [5 / 7]
1455,дихати,дихати РЕ [15 / 34]
1456,діалект,діалект РЕ [7 / 64]
1457,діалог,діалог РЕ [7 / 22]
1458,дівочий,дівочий РЕ [4 / 7]
1459,дівчата,дівчата РЕ [7 / 8]
1460,дівчини,дівчини РЕ [7 / 13]
1461,дівчині,дівчині РЕ [5 / 7]
1462,дівчину,дівчину РЕ [24 / 70]
1463,дід,дід РЕ [16 / 72]
1464,дідо,дідо РЕ [7 / 10]
1465,дідусь,дідусь РЕ [16 / 35]
1466,дізнатись,дізнатись РЕ [6 / 11]
1467,дізнатися,дізнатися РЕ [5 / 15]
1468,дії,дії РЕ [7 / 9]
1469,дійсний,дійсний РЕ [7 / 19]
1470,дійсність,дійсність РЕ [11 / 21]
1471,дійсно,дійсно РЕ [5 / 44]
1472,діло,діло РЕ [29 / 77]
1473,дістати,дістати РЕ [6 / 8]
1474,дітей,дітей РЕ [20 / 52]
1475,діти,діти РЕ [41 / 70]
1476,дітям,дітям РЕ [8 / 9]
1477,дію,дію РЕ [2 / 7]
1478,діючий,діючий РЕ [3 / 9]
1479,діяльність,діяльність РЕ [10 / 10]
1480,діяч,діяч РЕ [5 / 49]
1481,для мене,для мене РЕ [9 / 10]
1482,дні,дні РЕ [5 / 9]
1483,до,до РЕ [10 / 12]
1484,до ближнього,до ближнього РЕ [8 / 10]
1485,до Бога,до Бога РЕ [7 / 8]
1486,до болю,до болю РЕ [11 / 15]
1487,до виконання,до виконання РЕ [3 / 10]
1488,до всіх,до всіх РЕ [13 / 14]
1489,до всього,до всього РЕ [20 / 53]
1490,до життя,до життя РЕ [7 / 23]
1491,до інших,до інших РЕ [9 / 9]
1492,до істини,до істини РЕ [4 / 13]
1493,до кінця,до кінця РЕ [9 / 12]
1494,до кого,до кого РЕ [9 / 11]
1495,до когось,до когось РЕ [36 / 120]
1496,до людей,до людей РЕ [16 / 39]
1497,до людини,до людини РЕ [12 / 24]
1498,до мене,до мене РЕ [4 / 7]
1499,до мети,до мети РЕ [7 / 78]
1500,до навчання,до навчання РЕ [10 / 15]
1501,до неба,до неба РЕ [5 / 7]
1502,до неї,до неї РЕ [6 / 11]
1503,до нього,до нього РЕ [6 / 8]
1504,до обставин,до обставин РЕ [2 / 9]
1505,до перемоги,до перемоги РЕ [8 / 12]
1506,до праці,до праці РЕ [4 / 11]
1507,до роботи,до роботи РЕ [15 / 62]
1508,до себе,до себе РЕ [18 / 131]
1509,до серця,до серця РЕ [4 / 8]
1510,до смерті,до смерті РЕ [11 / 26]
1511,до справи,до справи РЕ [6 / 13]
1512,до тебе,до тебе РЕ [7 / 7]
1513,до уваги,до уваги РЕ [2 / 8]
1514,до успіху,до успіху РЕ [6 / 8]
1515,до цілі,до цілі РЕ [4 / 16]
1516,до чого,до чого РЕ [13 / 16]
1517,до чогось,до чогось РЕ [35 / 70]
1518,до школи,до школи РЕ [9 / 20]
1519,добитися,добитися РЕ [7 / 9]
1520,добра,добра РЕ [42 / 164]
1521,добрим,добрим РЕ [10 / 66]
1522,добрі,добрі РЕ [6 / 10]
1523,добробут,добробут РЕ [12 / 16]
1524,доброзичливий,доброзичливий РЕ [7 / 9]
1525,доброзичливо,доброзичливо РЕ [6 / 9]
1526,доброта,доброта РЕ [30 / 110]
1527,довга,довга РЕ [19 / 53]
1528,довге,довге РЕ [8 / 26]
1529,довгий,довгий РЕ [15 / 116]
1530,довго,довго РЕ [57 / 140]
1531,довіра,довіра РЕ [41 / 79]
1532,довіру,довіру РЕ [8 / 13]
1533,довіряти,довіряти РЕ [15 / 35]
1534,догляд,догляд РЕ [9 / 14]
1535,договір,договір РЕ [10 / 17]
1536,додому,додому РЕ [26 / 132]
1537,дозволу,дозволу РЕ [3 / 13]
1538,доказ,доказ РЕ [12 / 47]
1539,докір,докір РЕ [7 / 10]
1540,документ,документ РЕ [15 / 24]
1541,долари,долари РЕ [3 / 7]
1542,долі,долі РЕ [4 / 8]
1543,долю,долю РЕ [14 / 18]
1544,дома,дома РЕ [12 / 19]
1545,домашнє завдання,домашнє завдання РЕ [5 / 8]
1546,домашня,домашня РЕ [3 / 12]
1547,дому,дому РЕ [4 / 18]
1548,допитливість,допитливість РЕ [7 / 20]
1549,доповідь,доповідь РЕ [7 / 9]
1550,допомоги,допомоги РЕ [8 / 65]
1551,дорога,дорога РЕ [49 / 203]
1552,дороги,дороги РЕ [4 / 8]
1553,дорогий,дорогий РЕ [12 / 23]
1554,дорогою,дорогою РЕ [6 / 13]
1555,дорогу,дорогу РЕ [9 / 16]
1556,дорослий,дорослий РЕ [8 / 13]
1557,дорослим,дорослим РЕ [5 / 20]
1558,дорослість,дорослість РЕ [7 / 7]
1559,доручення,доручення РЕ [8 / 12]
1560,досвід,досвід РЕ [34 / 53]
1561,досвіду,досвіду РЕ [3 / 8]
1562,достаток,достаток РЕ [14 / 21]
1563,достойний,достойний РЕ [6 / 8]
1564,досягати,досягати РЕ [10 / 11]
1565,досягнення,досягнення РЕ [17 / 27]
1566,досягнути,досягнути РЕ [8 / 12]
1567,досягти,досягти РЕ [11 / 15]
1568,дотепний,дотепний РЕ [7 / 8]
1569,дотепно,дотепно РЕ [3 / 9]
1570,дотик,дотик РЕ [19 / 42]
1571,дохід,дохід РЕ [6 / 7]
1572,дошка,дошка РЕ [14 / 14]
1573,друга,друга РЕ [77 / 182]
1574,другові,другові РЕ [18 / 54]
1575,другом,другом РЕ [10 / 21]
1576,другорядне,другорядне РЕ [1 / 8]
1577,другу,другу РЕ [17 / 31]
1578,дружба,дружба РЕ [65 / 133]
1579,друже,друже РЕ [2 / 8]
1580,дружину,дружину РЕ [7 / 10]
1581,дружнє,дружнє РЕ [3 / 9]
1582,дружній,дружній РЕ [6 / 7]
1583,дружня,дружня РЕ [12 / 51]
1584,друзі,друзі РЕ [74 / 208]
1585,друзів,друзів РЕ [46 / 101]
1586,друзям,друзям РЕ [16 / 50]
1587,дуже,дуже РЕ [83 / 145]
1588,дуже добре,дуже добре РЕ [7 / 7]
1589,думками,думками РЕ [8 / 12]
1590,думки,думки РЕ [43 / 87]
1591,думкою,думкою РЕ [12 / 29]
1592,думку,думку РЕ [22 / 44]
1593,думок,думок РЕ [6 / 9]
1594,дурак,дурак РЕ [13 / 13]
1595,дурень,дурень РЕ [34 / 45]
1596,дурість,дурість РЕ [34 / 41]
1597,дуріти,дуріти РЕ [6 / 7]
1598,дурна,дурна РЕ [13 / 25]
1599,дурне,дурне РЕ [10 / 10]
1600,дурнем,дурнем РЕ [6 / 9]
1601,дурним,дурним РЕ [4 / 10]
1602,дурниці,дурниці РЕ [12 / 21]
1603,дурницю,дурницю РЕ [6 / 7]
1604,дурниця,дурниця РЕ [8 / 9]
1605,дурня,дурня РЕ [7 / 7]
1606,дух,дух РЕ [25 / 33]
1607,духмяний,духмяний РЕ [1 / 8]
1608,духовно,духовно РЕ [7 / 41]
1609,духом,духом РЕ [5 / 7]
1610,духу,духу РЕ [3 / 7]
1611,душевний,душевний РЕ [6 / 8]
1612,душевно,душевно РЕ [8 / 13]
1613,душею,душею РЕ [35 / 89]
1614,душі,душі РЕ [11 / 38]
1615,душу,душу РЕ [18 / 75]
1616,дядько,дядько РЕ [13 / 22]
1617,егоїст,егоїст РЕ [1 / 7]
1618,екзамен,екзамен РЕ [50 / 109]
1619,екзамену,екзамену РЕ [5 / 7]
1620,екран,екран РЕ [6 / 8]
1621,експеримент,експеримент РЕ [6 / 8]
1622,„Експрес”,„Експрес” РЕ [2 / 15]
1623,елемент,елемент РЕ [7 / 12]
1624,емоції,емоції РЕ [24 / 58]
1625,емоція,емоція РЕ [15 / 19]
1626,енергію,енергію РЕ [1 / 8]
1627,енергія,енергія РЕ [10 / 10]
1628,енциклопедія,енциклопедія РЕ [6 / 9]
1629,етап,етап РЕ [6 / 8]
1630,ефект,ефект РЕ [3 / 14]
1631,ефір,ефір РЕ [3 / 8]
1632,ехо,ехо РЕ [10 / 56]
1633,є,є РЕ [36 / 47]
1634,єдність,єдність РЕ [7 / 18]
1635,жаданий,жаданий РЕ [2 / 7]
1636,жадність,жадність РЕ [7 / 9]
1637,жалість,жалість РЕ [8 / 9]
1638,жвавий,жвавий РЕ [4 / 7]
1639,жебрак,жебрак РЕ [7 / 20]
1640,жертва,жертва РЕ [9 / 22]
1641,жест,жест РЕ [7 / 8]
1642,жива,жива РЕ [5 / 7]
1643,живе,живе РЕ [7 / 7]
1644,живіт,живіт РЕ [8 / 8]
1645,житель,житель РЕ [4 / 7]
1646,житло,житло РЕ [9 / 18]
1647,житній,житній РЕ [1 / 8]
1648,життю,життю РЕ [2 / 15]
1649,життям,життям РЕ [8 / 13]
1650,жінку,жінку РЕ [9 / 17]
1651,жовта,жовта РЕ [5 / 7]
1652,жовте,жовте РЕ [2 / 17]
1653,жовтень,жовтень РЕ [2 / 8]
1654,жовтуха,жовтуха РЕ [5 / 32]
1655,жолудь,жолудь РЕ [2 / 10]
1656,жорстока,жорстока РЕ [5 / 7]
1657,жорстокість,жорстокість РЕ [7 / 8]
1658,журавель,журавель РЕ [11 / 14]
1659,журнал,журнал РЕ [15 / 36]
1660,журналіст,журналіст РЕ [9 / 24]
1661,з,з РЕ [11 / 12]
1662,з в’язниці,з в’язниці РЕ [4 / 7]
1663,з ворогом,з ворогом РЕ [4 / 8]
1664,з горя,з горя РЕ [14 / 31]
1665,з дівчиною,з дівчиною РЕ [9 / 24]
1666,з другом,з другом РЕ [16 / 37]
1667,з друзями,з друзями РЕ [25 / 82]
1668,з ким,з ким РЕ [11 / 11]
1669,з кимось,з кимось РЕ [38 / 125]
1670,з кимсь,з кимсь РЕ [14 / 23]
1671,з когось,з когось РЕ [7 / 17]
1672,з коханим,з коханим РЕ [3 / 17]
1673,з коханою,з коханою РЕ [5 / 8]
1674,з любов’ю,з любов’ю РЕ [9 / 9]
1675,з людиною,з людиною РЕ [5 / 9]
1676,з людьми,з людьми РЕ [9 / 20]
1677,з нею,з нею РЕ [7 / 12]
1678,з ним,з ним РЕ [6 / 7]
1679,з півслова,з півслова РЕ [2 / 8]
1680,з повагою,з повагою РЕ [2 / 17]
1681,з посади,з посади РЕ [4 / 17]
1682,з приводу,з приводу РЕ [9 / 11]
1683,з радістю,з радістю РЕ [5 / 12]
1684,з рідними,з рідними РЕ [6 / 7]
1685,з роботи,з роботи РЕ [7 / 149]
1686,з розумінням,з розумінням РЕ [3 / 12]
1687,з роками,з роками РЕ [4 / 13]
1688,з тюрми,з тюрми РЕ [6 / 13]
1689,з усіма,з усіма РЕ [6 / 11]
1690,з хлопцем,з хлопцем РЕ [8 / 17]
1691,з часом,з часом РЕ [10 / 21]
1692,з чогось,з чогось РЕ [7 / 18]
1693,за,за РЕ [9 / 10]
1694,за батьками,за батьками РЕ [4 / 7]
1695,за Батьківщиною,за Батьківщиною РЕ [4 / 12]
1696,за втраченим,за втраченим РЕ [6 / 16]
1697,за вчинки,за вчинки РЕ [2 / 11]
1698,за голову,за голову РЕ [2 / 11]
1699,за діло,за діло РЕ [3 / 24]
1700,за домівкою,за домівкою РЕ [5 / 13]
1701,за домом,за домом РЕ [6 / 37]
1702,за другом,за другом РЕ [4 / 7]
1703,за ким,за ким РЕ [7 / 8]
1704,за кимось,за кимось РЕ [13 / 50]
1705,за кимсь,за кимсь РЕ [7 / 24]
1706,за когось,за когось РЕ [28 / 58]
1707,за команду,за команду РЕ [2 / 30]
1708,за кордоном,за кордоном РЕ [7 / 20]
1709,за коханим,за коханим РЕ [5 / 12]
1710,за мамою,за мамою РЕ [4 / 9]
1711,за минулим,за минулим РЕ [7 / 24]
1712,за нею,за нею РЕ [7 / 9]
1713,за ним,за ним РЕ [6 / 7]
1714,за потрібне,за потрібне РЕ [2 / 9]
1715,за рідними,за рідними РЕ [5 / 16]
1716,за рідних,за рідних РЕ [8 / 12]
1717,за роботу,за роботу РЕ [2 / 35]
1718,за розум,за розум РЕ [2 / 32]
1719,за руки,за руки РЕ [4 / 30]
1720,за руку,за руку РЕ [3 / 20]
1721,за себе,за себе РЕ [7 / 15]
1722,за справу,за справу РЕ [3 / 32]
1723,за чимось,за чимось РЕ [11 / 32]
1724,за що,за що РЕ [7 / 9]
1725,за щось,за щось РЕ [13 / 30]
1726,забава,забава РЕ [13 / 21]
1727,забагато,забагато РЕ [11 / 11]
1728,забобон,забобон РЕ [2 / 18]
1729,заборона,заборона РЕ [12 / 23]
1730,забороняти,забороняти РЕ [4 / 8]
1731,забутий,забутий РЕ [5 / 11]
1732,заважати,заважати РЕ [6 / 18]
1733,завдання,завдання РЕ [30 / 53]
1734,завжди,завжди РЕ [130 / 231]
1735,завод,завод РЕ [7 / 18]
1736,загадка,загадка РЕ [12 / 41]
